STDR_YYQU_CD,SIGNGU_CD,SIGNGU_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_00_06_FLPOP_CO,TMZON_06_11_FLPOP_CO,TMZON_11_14_FLPOP_CO,TMZON_14_17_FLPOP_CO,TMZON_17_21_FLPOP_CO,TMZON_21_24_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
20202,11440,마포구,120040138,55127922,64912216,16617378,23813735,23052089,20027827,15105245,21423863,29588381,24411944,14989981,15212935,20737664,15099234,17223313,17267685,17336032,17296767,17319865,16931663,16664812
20202,11470,양천구,84692338,39380766,45311572,17613332,10224924,11672534,13984773,12558315,18638459,23321577,17455204,9521909,9463700,13675058,11254891,12020354,12014232,12018151,11948521,11960428,12277621,12453031
20202,11500,강서구,120122744,56035312,64087432,19721718,16858146,21403407,18763394,16277503,27098578,33127822,24993818,13621028,13399594,19094349,15886134,17115902,17113264,17090920,17014132,16969204,17255920,17563402
20202,11530,구로구,81542531,39383476,42159056,11982015,10752305,13494878,13638151,12410492,19264689,21761121,16933506,9523226,9434842,13284030,10605807,11696684,11646654,11634626,11586914,11559312,11555432,11862910
20202,11545,금천구,39368169,19248250,20119921,4752666,5698875,6785065,6163562,6479700,9488300,10746270,8124552,4510877,4478189,6328198,5180083,5647573,5624596,5626709,5593414,5587148,5584556,5704174
20202,11560,영등포구,107732888,52695753,55037134,13488578,16479624,20071404,17777077,16488720,23427485,26627057,22571536,13522462,13494097,18089131,13428603,15611211,15578258,15589555,15522262,15511930,14979480,14940194
20202,11590,동작구,93000372,43402413,49597959,13508087,17347727,15321259,13444884,12253292,21125123,25506547,19315627,10486582,10397835,15002909,12290870,13208857,13222534,13215135,13147052,13121623,13464550,13620620
20202,11620,관악구,137371852,66956632,70415220,15460914,32118464,25445907,19076111,16762865,28507592,37768222,28366890,15142460,15043446,22484548,18566286,19297715,19363232,19365595,19253780,19237140,20209833,20644557
20202,11650,서초구,101798136,48753276,53044860,15801570,15112610,18698964,18796223,13872310,19516457,23236946,21433661,14000343,13934220,17276366,11916600,15098766,15098389,15154635,15124750,15083755,13416143,12821699
20202,11680,강남구,146768133,71048851,75719282,21613478,25316014,30513865,27771604,18138283,23414889,30553961,30348075,21766753,21943611,25871717,16284018,22015835,22122292,22235167,22188790,22045401,18748247,17412397
20202,11710,송파구,129440784,60445832,68994952,21833231,17524982,22267889,20861690,19131115,27821877,34842406,26825105,15034767,14874109,20991038,16873358,18514942,18532612,18530647,18467272,18466854,18439853,18488604
20202,11740,강동구,112211554,52178340,60033216,19059643,13895087,17204962,17773377,17014593,27263894,30780978,23199074,12748780,12621255,18056334,14805134,15960691,15944172,15947288,15867322,15860830,16179370,16451883
20203,11110,종로구,66994046,33383677,33610370,7034602,11955477,10751630,11170425,10922962,15158950,13939673,13844164,10156553,10176271,11613015,7264372,9831908,10095267,9950809,10108723,10046972,8792247,8168122
20203,11140,중구,58885703,29597510,29288191,4553895,9649504,11662857,10697369,9717017,12605060,11081279,12556220,9598390,9529074,10147674,5973066,8870471,9114148,8919392,9135175,9089518,7235012,6521985
20203,11170,용산구,66991988,32097820,34894168,8152512,10678222,13127008,11641096,9329015,14064134,17241782,14175348,8234891,8133913,10839984,8366072,9623291,9642120,9632099,9692028,9681962,9363676,9356813
20203,11200,성동구,77467761,36869379,40598381,10897675,12773381,13812313,12349045,11233959,16401386,19087058,16191117,9672198,9730863,13149916,9636611,11159040,11195151,11177041,11234452,11195322,10814706,10692050
20203,11215,광진구,96149499,44765840,51383659,14105277,17946608,16084622,14585853,13882765,19544374,26924831,19747424,10570026,10495738,15473726,12937754,13685369,13607498,13621035,13629057,13619795,13930396,14056348
20203,11230,동대문구,108462121,52069838,56392284,14389630,19976055,15702295,15704847,15547854,27141442,27672641,22767439,13324054,13197334,17796120,13704531,15555050,15522042,15492898,15552381,15483087,15424707,15431957
20203,11260,중랑구,104350737,48489237,55861499,15046554,14012429,15654592,15464599,17333541,26839019,28948354,21356077,11623684,11554238,16884347,13984037,14842727,14697911,14759582,14695893,14649323,15206115,15499186
20203,11290,성북구,123428706,56249383,67179322,21163758,20369338,17025466,18628552,17337052,28904538,32791451,25374485,14304680,14339073,20455874,16163142,17573690,17475466,17508262,17490045,17389515,17845734,18145994
20203,11305,강북구,102546154,46835285,55710869,14381901,14149382,13070158,15212076,16270927,29461712,27821592,20936519,11699259,11708634,16768787,13611362,14572679,14468520,14548031,14471248,14437416,14895982,15152279
20203,11320,도봉구,67935841,31313281,36622559,10398765,8528560,8937109,9960458,10892731,19218216,18202271,14004387,7781172,7787937,11178864,8981212,9630062,9549834,9612376,9561657,9521434,9910624,10149856
20203,11350,노원구,106656149,49196815,57459332,19892840,14929762,12697403,16158436,16327826,26649883,28024775,21708785,12425661,12556814,17955711,13984404,15120743,15023299,15075281,15033787,14996731,15594545,15811760
20203,11380,은평구,104482041,47094208,57387833,17257364,13543636,15596309,16451719,15451931,26181082,29433028,21571232,11444754,11310813,16631991,14090224,14828063,14684444,14765908,14689516,14638217,15274925,15600969
20203,11410,서대문구,92146667,42521756,49624911,12947377,16824233,14968887,14662079,13067300,19676794,23064959,19154642,11478724,11495536,15342506,11610299,13312504,13371653,13329233,13378723,13296245,12753955,12704354
20203,11440,마포구,118461187,54353013,64108174,16299490,23509122,22784835,19847051,14980676,21040014,29209541,24095571,14826958,15044335,20419990,14864792,16952936,17050775,17012723,17115562,17142620,16760058,16426515
20203,11470,양천구,82564775,38401274,44163500,17027718,9930377,11378915,13651436,12332521,18243808,22712933,16982084,9288909,9249392,13340244,10991214,11741718,11684404,11723995,11689264,11637357,11965118,12122918
20203,11500,강서구,120373965,56163983,64209982,19482267,16834378,21480826,18972350,16392758,27211386,33145060,25004633,13681794,13479138,19162817,15900523,17189388,17064984,17097574,17082378,16999067,17327597,17612976
20203,11530,구로구,80898557,39218119,41680438,11703941,10558150,13380507,13549493,12454131,19252336,21451968,16745257,9490701,9443159,13267854,10499619,11602877,11524363,11555630,11549300,11455019,11468628,11742741
20203,11545,금천구,38812340,18985328,19827011,4614551,5655405,6739400,6050600,6401458,9350925,10592709,8001699,4456351,4425618,6233173,5102791,5570236,5537306,5551648,5542349,5502340,5500293,5608167
20203,11560,영등포구,107448828,52644370,54804458,13136545,16343172,20220534,17809364,16555136,23384078,26579591,22494101,13502605,13495766,18015219,13361546,15526437,15545070,15500563,15552034,15504907,14939613,14880204
20203,11590,동작구,90601809,42227288,48374521,13018472,16505603,14977518,13238519,12130463,20731232,24902694,18815552,10209296,10128328,14584553,11961383,12874855,12827553,12847520,12844471,12788864,13139818,13278728
20203,11620,관악구,135386087,66078552,69307536,15025661,31327346,25114423,19025327,16718916,28174415,37161941,27912897,14973255,14896323,22176740,18264933,19129456,18984560,19048557,19037445,18986920,19920609,20278541
20203,11650,서초구,100119944,47915455,52204489,15694416,14706186,18252167,18573687,13784809,19108679,22898650,21129762,13770719,13718179,16934533,11668100,14747508,14963595,14783549,14951840,14907930,13180758,12584764
20203,11680,강남구,145692151,70592964,75099189,21563167,25155581,30110334,27863958,18166675,22832436,30397604,30184928,21619899,21779946,25595420,16114355,21558586,22163795,21819210,22149586,22013813,18676856,17310307
20203,11710,송파구,128006612,59741545,68265066,21440912,17334748,22084091,20834148,18978323,27334391,34443618,26552708,14895690,14734289,20731401,16648905,18328208,18316613,18304198,18320269,18260462,18214562,18262300
20203,11740,강동구,111068386,51672696,59395690,18687183,13726354,17166286,17611989,16957177,26919397,30389681,22929412,12648255,12538149,17898384,14664506,15836824,15729757,15793778,15752698,15682690,16003101,16269537
20204,11110,종로구,66205335,33068280,33137056,6943058,11555747,10624628,11099439,10905801,15076661,13836552,13725593,10067654,10067806,11363140,7144590,9861989,10060464,10057390,9770087,9586007,8694252,8175146
20204,11140,중구,57750275,29085825,28664449,4423882,9343562,11490253,10582788,9527977,12381813,10883928,12250945,9424135,9374577,9956333,5860355,8890102,9063372,9031477,8709060,8461312,7094749,6500204
20204,11170,용산구,66016769,31738086,34278683,7972915,10324286,13005982,11581353,9331526,13800708,16983209,13973992,8113120,8003208,10686634,8256607,9523578,9539382,9539596,9453270,9430339,9239729,9290875
20204,11200,성동구,76605912,36433421,40172491,10676307,12540530,13749931,12285726,11143503,16209915,18844981,16021740,9583440,9635176,13011181,9509393,11082249,11118193,11129555,11012152,10921127,10677302,10665335
20204,11215,광진구,95569016,44538808,51030206,14021292,17706580,16026959,14605247,13892534,19316404,26622116,19660529,10553334,10471383,15430221,12831431,13567374,13542052,13552336,13522050,13550582,13795495,14039125
20204,11230,동대문구,107933553,51835739,56097814,14209902,20172739,15714511,15644827,15430631,26760943,27434105,22613667,13302366,13194149,17751818,13637449,15514436,15504732,15487298,15389480,15308156,15311207,15418244
20204,11260,중랑구,104979645,48864106,56115540,15065419,14021351,15931420,15571087,17429300,26961072,29097132,21499441,11650823,11596000,17038844,14097406,14849882,14737551,14734787,14818254,14841494,15301433,15696246
20204,11290,성북구,123146324,56181235,66965088,21121920,20376059,16984016,18659451,17431165,28573713,32502409,25306420,14306844,14373429,20549875,16107348,17494738,17434346,17437941,17424617,17398103,17791152,18165425
20204,11305,강북구,102242713,46782445,55460268,14325749,13982548,13092484,15247119,16253508,29341307,27729378,20894782,11647725,11659170,16740633,13571024,14500166,14402907,14407600,14479040,14472094,14822343,15158563
20204,11320,도봉구,67563280,31190899,36372381,10399955,8355350,8864128,9986371,10857298,19100177,18095623,13940300,7742885,7737327,11114142,8933000,9537351,9477294,9479130,9559085,9544155,9841005,10125259
20204,11350,노원구,106307780,49048630,57259150,19912857,14756463,12698213,16105953,16317971,26516322,27918044,21657994,12355630,12497583,17939105,13939424,15031641,14972935,14977075,15001880,15020151,15505752,15798347
20204,11380,은평구,104143909,47043315,57100594,17107835,13400655,15718262,16479846,15409106,26028205,29291985,21497113,11374867,11252352,16657085,14070506,14708145,14613288,14622571,14676112,14713431,15200736,15609624
20204,11410,서대문구,93378768,43088307,50290461,13210074,16704512,15364435,15023149,13338225,19738373,23457447,19462793,11620690,11599302,15484181,11754355,13552367,13621482,13602951,13472498,13326144,12877375,12925949
20204,11440,마포구,116303947,53547435,62756511,16032063,22586603,22476498,19692645,14835815,20680322,28787345,23756602,14537370,14700259,19955431,14566940,16734322,16798535,16830131,16628712,16634945,16415196,16262106
20204,11470,양천구,81843684,38141558,43702126,17019052,9676668,11281931,13594742,12295720,17975570,22421377,16807619,9208824,9187567,13314713,10903583,11614061,11547637,11561150,11567411,11586279,11863243,12103903
20204,11500,강서구,119852122,56113070,63739052,19323412,16586671,21471005,19018255,16381544,27071238,32947729,24891928,13592699,13392091,19148641,15879035,17082851,16998185,17002353,16961264,16958280,17233145,17616046
20204,11530,구로구,80417510,38907026,41510485,11747849,10356369,13321688,13542094,12390538,19058973,21311033,16610461,9408044,9371493,13263242,10453236,11514012,11432425,11454008,11456301,11357871,11424017,11778878
20204,11545,금천구,38756108,18956775,19799333,4602679,5635930,6760251,6086591,6384144,9286512,10615181,7977598,4424092,4398101,6225589,5115545,5559663,5523066,5519349,5530712,5489580,5493441,5640296
20204,11560,영등포구,107064734,52458487,54606247,13066606,16022459,20392717,17853787,16525567,23203597,26522627,22369878,13432905,13433994,17975266,13330065,15519244,15504799,15502580,15372892,15255229,14917149,14992841
20204,11590,동작구,88556323,41375077,47181246,12808786,15887243,14700772,13110272,11921817,20127432,24181542,18370280,9997502,9922208,14354316,11730475,12592722,12571055,12557808,12527752,12514774,12781846,13010364
20204,11620,관악구,133614173,65456997,68157177,14733264,30421620,24931029,19058898,16622962,27846401,36577522,27511956,14779316,14721127,21980294,18043959,18830386,18762187,18787324,18730400,18811710,19591545,20100621
20204,11650,서초구,98869528,47538299,51331229,15575441,14077192,18084200,18636751,13720134,18775808,22633466,20888995,13580798,13516054,16734595,11515619,14770357,14898913,14874924,14501658,14267329,12999834,12556515
20204,11680,강남구,141341215,68817472,72523742,20786115,23614788,29369536,27423568,17928690,22218518,29649601,29306980,20944152,21060783,24778537,15601161,21302086,21686397,21685232,20957854,20470358,18153111,17086177
20204,11710,송파구,127383379,59616426,67766953,21475877,16977731,21990384,20857651,18878975,27202760,34255191,26418369,14802227,14655650,20680676,16571266,18267332,18241117,18227260,18120704,18115943,18122210,18288809
20204,11740,강동구,109878819,51232111,58646709,18345310,13397893,17180260,17582771,16766027,26606561,30043131,22681337,12479210,12377341,17772350,14525450,15650838,15557601,15567428,15547134,15547764,15812124,16195931
20211,11110,종로구,64341967,32084258,32257708,6750164,10996362,10266308,10820315,10731879,14776939,13514808,13343860,9733928,9797724,11074759,6876889,9478032,9734691,9723859,9557561,9356653,8445144,8046027
20211,11140,중구,56500462,28457282,28043180,4392557,9055207,11255400,10366847,9362790,12067661,10646075,11976385,9228626,9203401,9777557,5668419,8580951,8841247,8796661,8581849,8324522,6939497,6435734
20211,11170,용산구,65905116,31663624,34241494,7780123,10258508,13116125,11614117,9376358,13759886,16960314,13932437,8098016,8004650,10681200,8228498,9486320,9515497,9506524,9468413,9416920,9232250,9279195
20211,11200,성동구,76432709,36421251,40011458,10528769,12417979,13812026,12414178,11179520,16080239,18655838,15991588,9647415,9696880,13018424,9422564,11028267,11096127,11090165,11018937,10935906,10667467,10595839
20211,11215,광진구,95233549,44444469,50789080,13824047,17444027,16096365,14651425,13959358,19258328,26548947,19630346,10523128,10425066,15354811,12751250,13541900,13500152,13483404,13486859,13472690,13779468,13969076
20211,11230,동대문구,105983900,51004376,54979524,14052855,19042112,15597813,15507578,15381915,26401626,26874560,22212053,13101659,12967180,17432326,13396120,15189623,15203957,15175962,15126145,15029609,15103520,15155081
20211,11260,중랑구,105509837,49302431,56207406,14884857,14165523,16069164,15611128,17586474,27192691,29255334,21663977,11740462,11633562,17063555,14152948,14939454,14795755,14766778,14839353,14907422,15475175,15785901
20211,11290,성북구,123706935,56638173,67068763,21298863,19797368,17132784,18869717,17704811,28903393,32506845,25392897,14421281,14496333,20711499,16178079,17555157,17501661,17478454,17499948,17496443,17960950,18214324
20211,11305,강북구,102521576,47169537,55352039,14295950,13944376,13074602,15302990,16398609,29505051,27755291,20974244,11714796,11717919,16786817,13572509,14520555,14434358,14406661,14479797,14541162,14954113,15184931
20211,11320,도봉구,68705741,31855274,36850468,10630904,8492833,8971435,10108199,11048307,19454063,18412141,14191310,7889792,7859495,11260344,9092658,9699517,9645985,9625811,9687739,9728972,10053677,10264041
20211,11350,노원구,105645763,48743200,56902563,19698957,14325794,12639526,16101675,16337740,26542071,27688290,21555715,12327214,12450478,17820042,13804022,14932965,14857918,14851760,14880685,14933307,15505308,15683818
20211,11380,은평구,104199516,47139284,57060233,16810161,13511633,15822725,16516571,15522341,26016085,29150801,21532254,11444135,11300486,16699324,14072517,14734295,14614466,14596118,14660979,14712494,15298363,15582800
20211,11410,서대문구,93719989,43332191,50387798,13297980,16252923,15556234,15217422,13539836,19855595,23486614,19548828,11702348,11666780,15561000,11754419,13564752,13660830,13606573,13553539,13417891,12950574,12965830
20211,11440,마포구,115538731,53233231,62305499,15988342,21873176,22453045,19730271,14908108,20585788,28512445,23645877,14494643,14731371,19891415,14262981,16593276,16690550,16688010,16598945,16483749,16306654,16177546
20211,11470,양천구,82706108,38729402,43976706,17317096,9785449,11362814,13719932,12422498,18098319,22673692,17018641,9330041,9274607,13406224,11002904,11735930,11678813,11663717,11685008,11707891,12040023,12194725
20211,11500,강서구,121269367,56924950,64344415,19365238,16772882,21813729,19285951,16605081,27426486,33173133,25206652,13812633,13598981,19414765,16063203,17257692,17187048,17153641,17168931,17147834,17536438,17817782
20211,11530,구로구,81043899,39277450,41766448,11565292,10489580,13405983,13653281,12581202,19348561,21578002,16796675,9469691,9396599,13277912,10525019,11583324,11521218,11499916,11512131,11502267,11580362,11844681
20211,11545,금천구,39182852,19286873,19895978,4555094,5787774,6842109,6156801,6495696,9345379,10699720,8087008,4485030,4454127,6284098,5172867,5609909,5584866,5569749,5575271,5574510,5582820,5685727
20211,11560,영등포구,108938038,53421317,55516722,13307622,16240146,20965160,18136049,16756612,23532450,26944251,22786176,13694161,13684525,18307839,13521086,15724809,15758170,15724050,15638346,15550510,15265539,15276616
20211,11590,동작구,87992563,41227429,46765134,12599939,15288910,14770124,13197709,11954806,20181073,24028411,18290919,9962268,9852987,14222020,11635957,12510524,12465307,12445567,12446666,12437728,12756714,12930056
20211,11620,관악구,134446692,65971995,68474698,14593725,30431346,25219472,19200350,16825107,28176691,36716498,27665312,14898900,14838718,22172022,18155243,18989452,18906468,18866647,18883494,18848263,19766090,20186279
20211,11650,서초구,98889995,47543426,51346569,15686481,13925564,18036700,18786780,13812761,18641712,22500699,20950586,13676715,13599023,16756237,11406735,14656791,14919142,14861869,14616745,14345582,12972388,12517476
20211,11680,강남구,140991434,68733892,72257542,21164499,23151391,29188178,27560909,17957335,21969122,29258252,29258529,21100053,21295022,24845329,15234251,21054138,21673306,21578407,21142861,20561598,18006196,16974928
20211,11710,송파구,127659472,59941549,67717922,21456280,17035893,22135309,20952329,18867351,27212309,34111893,26518416,14932835,14788914,20788512,16518902,18293576,18275861,18246143,18196635,18128821,18211718,18306718
20211,11740,강동구,109872659,51443252,58429408,18038659,13575884,17263644,17622555,16807781,26564138,29921146,22738919,12546290,12416057,17764402,14485846,15635210,15565298,15533829,15549159,15540610,15898762,16149792
20212,11110,종로구,66739796,32968077,33771719,7098892,11720634,10678715,11083832,11079745,15077977,13727286,13801136,10231597,10240683,11634940,7104151,9867605,10012575,9900747,10034226,9937438,8753335,8233870
20212,11140,중구,58504064,29290338,29213727,4622553,9477522,11698128,10717351,9666346,12322165,10885288,12439181,9636880,9548960,10132405,5861352,8924508,9040444,8762663,9039495,8967336,7202254,6567365
20212,11170,용산구,66133738,31646770,34486968,7900467,10540190,13310124,11535548,9345124,13502284,17096235,13940657,8080144,8022598,10724173,8269931,9494099,9521402,9489697,9514801,9542044,9280044,9291649
20212,11200,성동구,77070225,36616282,40453943,10692153,13001490,13927558,12491959,11189582,15767484,18850129,16072045,9683038,9798439,13147643,9518933,11121600,11159382,11117062,11179441,11163321,10726212,10603208
20212,11215,광진구,93795851,43625825,50170026,13756944,17614721,15771712,14363004,13626339,18663132,26354172,19245282,10242048,10189027,15132867,12632454,13303454,13297976,13385816,13284628,13291712,13551042,13681224
20212,11230,동대문구,105932469,50785582,55146888,14348054,19774888,15501485,15325836,15149317,25832889,27087731,22293271,12985263,12808732,17333682,13423790,15200756,15183667,15157797,15186821,15137542,15040172,15025713
20212,11260,중랑구,102641795,47797957,54843839,14519360,13866848,15561999,15251135,17047291,26395164,28787644,20980260,11263465,11198466,16553122,13858837,14523092,14454914,14529574,14418308,14433300,15000131,15282476
20212,11290,성북구,122030508,55650483,66380026,21368570,20147485,16776295,18443699,17310455,27984003,32351466,24967852,14046719,14176270,20421784,16066418,17326393,17303790,17343648,17298159,17246204,17652925,17859389
20212,11305,강북구,99996537,45815550,54180986,13970707,13694699,12699673,14930902,16047695,28652859,27377624,20416419,11294499,11288812,16297217,13321967,14188114,14124158,14184179,14094283,14119667,14526510,14759627
20212,11320,도봉구,67014827,30957736,36057091,10444156,8337580,8690034,9860703,10728458,18953894,18178526,13808305,7594083,7578584,10937982,8917347,9457007,9436641,9485519,9435712,9427157,9776585,9996207
20212,11350,노원구,104061747,47884491,56177256,19700001,14312350,12360991,15693543,15988203,26006659,27440421,21166036,12040622,12186990,17547708,13679970,14709981,14694030,14741053,14670899,14661669,15216778,15367338
20212,11380,은평구,101511871,45769344,55742526,16554668,13132955,15310919,16146079,15142063,25225187,28757312,20943969,10986948,10864125,16166369,13793146,14341841,14289824,14378754,14261735,14266885,14855279,15117552
20212,11410,서대문구,94281514,43347020,50934494,13657570,16869110,15670197,15281297,13423330,19380009,23635043,19733745,11762971,11753305,15584638,11811812,13711226,13742868,13612486,13731045,13642487,12931413,12909989
20212,11440,마포구,116426436,53446086,62980350,15953493,22782935,22774204,19872869,14874723,20168213,28667059,23678557,14535738,14828923,20240133,14476026,16670909,16744995,16741332,16774771,16817120,16481148,16196163
20212,11470,양천구,81181713,37909966,43271747,17269407,9504330,11160863,13484902,12081836,17680375,22596736,16624317,8993399,8970093,13111157,10886012,11496073,11476993,11505075,11468123,11484275,11807685,11943494
20212,11500,강서구,117812112,55244087,62568026,19107827,16330470,21131677,18888934,15950885,26402319,32589229,24486762,13256061,13036146,18728544,15715371,16782871,16703954,16749857,16694639,16669816,16982171,17228808
20212,11530,구로구,79459428,38443113,41016315,11408967,10303169,13135550,13356594,12385750,18869398,21321773,16363716,9183741,9153705,13034954,10401541,11392032,11328204,11286373,11299849,11293924,11284700,11574346
20212,11545,금천구,38547902,18987641,19560262,4381197,5744723,6828200,6136873,6378599,9078310,10489893,7949507,4420527,4395293,6190735,5101947,5553766,5531302,5508059,5505076,5504326,5423187,5522185
20212,11560,영등포구,108599320,53106247,55493073,13302697,16315112,21014210,18146724,16744465,23076112,27000362,22671308,13559708,13564890,18246374,13556679,15686680,15693471,15578698,15652292,15682667,15163848,15141662
20212,11590,동작구,86567725,40566502,46001223,12668604,15256783,14478914,12965841,11646832,19550749,23920703,17956408,9664313,9569384,13914732,11542183,12297621,12282409,12321913,12274731,12260405,12501204,12629443
20212,11620,관악구,132700748,65101105,67599643,14673901,30498802,24916433,18863981,16559805,27187825,36742390,27326519,14496043,14416002,21718675,18001119,18666960,18658971,18812575,18624153,18642989,19483498,19811601
20212,11650,서초구,99514660,47867470,51647190,16004601,14239665,18212276,18937254,13882369,18238496,22459183,21079770,13817049,13743062,16931272,11484324,14799211,14895222,14540375,14871285,14839495,13080714,12488357
20212,11680,강남구,143911382,70067252,73844130,21898167,23855755,29820586,27990873,18317490,22028512,29587688,29938590,21626221,21768418,25406967,15583495,21593958,21881423,21227042,21924719,21747158,18434621,17102460
20212,11710,송파구,126380930,59158849,67222081,21431680,16866505,21960893,20868345,18566254,26687252,33970474,26142349,14643305,14571781,20614482,16438538,18075137,18060411,18075276,18064141,18068310,18020860,18016795
20212,11740,강동구,109916405,51470386,58446019,18420545,13479641,17259143,17734705,16631071,26391298,30260506,22695366,12408244,12299365,17669860,14583063,15641162,15585195,15617498,15568343,15604615,15837041,16062552
20213,11110,종로구,63583792,31407943,32175848,6623087,11124808,10078628,10606217,10602011,14549041,13413270,13249840,9612719,9630410,10854000,6823552,9242550,9374555,9451275,9645248,9513284,8419552,7937327
20213,11140,중구,54994355,27589995,27404360,4348148,8963295,10968518,9985666,9105699,11623030,10454988,11775937,8990456,8894123,9363836,5515015,8151009,8316533,8381152,8594962,8519681,6800410,6230609
20213,11170,용산구,64697735,30902646,33795089,7690926,10069113,12963038,11259751,9276572,13438336,16764457,13649605,7901822,7840412,10455104,8086333,9230969,9264105,9335379,9357062,9353517,9089105,9067597
20213,11200,성동구,75172963,35772240,39400723,10365717,12405680,13570785,12238921,11060750,15531109,18371345,15684835,9488655,9584611,12789511,9254008,10750923,10832112,10912098,10968577,10899815,10473753,10335684
20213,11215,광진구,91874426,42784205,49090220,13202628,17103655,15564065,14089432,13525699,18388946,25582080,18835487,10164516,10125618,14862059,12304666,13026360,13016938,13111564,13088838,13079231,13241852,13309645
20213,11230,동대문구,103450240,49673353,53776887,13388301,19019092,15373255,15144599,14980721,25544273,26399563,21727837,12719284,12563395,16950373,13089788,14778580,14800237,14849088,14871512,14821975,14694813,14634034
20213,11260,중랑구,102126986,47673057,54453927,14218397,13785852,15600033,15195456,17046228,26281020,28224200,20780750,11363634,11361627,16666003,13730772,14501414,14454417,14472648,14336972,14356550,14854560,15150425
20213,11290,성북구,117697344,53855588,63841756,20107175,19153971,16438463,17976708,16979397,27041631,31016245,24077950,13661289,13778122,19719334,15444403,16698365,16726512,16763516,16737157,16693751,16965003,17113043
20213,11305,강북구,100374447,46266639,54107807,13956646,13549502,12897886,15014318,16129505,28826590,27196853,20434058,11451771,11480008,16482178,13329579,14247322,14256870,14248995,14150141,14161344,14559937,14749835
20213,11320,도봉구,66865957,30988046,35877912,10339278,8268806,8687666,9828727,10741937,18999543,18009487,13760874,7626364,7617692,10967170,8884370,9497987,9489721,9456193,9390897,9394428,9732929,9903801
20213,11350,노원구,102094644,46938503,55156141,18885629,13780306,12278196,15419929,15877197,25853388,26980223,20797015,11858353,11980267,17109662,13369122,14464307,14434291,14485319,14399726,14423958,14882493,15004549
20213,11380,은평구,101963337,46000236,55963102,16573509,13205360,15305803,16186304,15347456,25344903,28571036,20960695,11175757,11080556,16362470,13812823,14436011,14415039,14437959,14338018,14343854,14891740,15100714
20213,11410,서대문구,90399890,41500185,48899706,12863062,15906784,14882914,14669194,13151569,18926366,22820036,18875184,11207029,11175506,14936649,11385487,12981312,13083346,13150338,13191266,13074922,12476239,12442467
20213,11440,마포구,113070489,52008500,61061990,15452611,21647965,22064721,19494612,14661713,19748867,28061753,23115087,14192218,14408789,19307743,13984900,16082142,16147178,16347906,16415047,16378665,15977272,15722280
20213,11470,양천구,80663524,37713743,42949781,16990693,9562291,11113028,13414088,12049423,17534001,22250737,16486297,9045143,9021262,13098940,10761145,11410961,11429590,11468373,11445850,11434925,11698441,11775382
20213,11500,강서구,115864268,54414320,61449948,18654504,16120661,20847257,18653416,15677975,25910453,31640046,23985138,13169257,13029019,18621099,15419709,16456630,16418626,16516889,16471934,16435905,16707767,16856519
20213,11530,구로구,78520253,37988470,40531783,11175243,10006535,12960593,13250490,12385763,18741629,20921832,16109323,9139299,9153560,12958663,10237574,11191935,11218448,11233846,11191013,11138462,11138527,11408022
20213,11545,금천구,38609090,18996092,19612998,4260469,5758347,6829999,6147056,6453036,9160181,10388077,7948208,4472934,4454823,6253694,5091352,5534845,5540894,5537297,5525577,5497190,5446501,5526784
20213,11560,영등포구,106613708,52068658,54545050,13059918,15840347,20642373,17754879,16626582,22689608,26660644,22258629,13305361,13307738,17784869,13296468,15282763,15336848,15440895,15485284,15433099,14822981,14811838
20213,11590,동작구,85639365,40151361,45488003,12329238,14980618,14415182,12861961,11673060,19379308,23484000,17710895,9646772,9584694,13832549,11380454,12147308,12159245,12215170,12144120,12134243,12377446,12461834
20213,11620,관악구,131115280,64494025,66621255,14248586,29919064,24736654,18727164,16477680,27006132,36055659,26903362,14479428,14447997,21545785,17683050,18462601,18448642,18575041,18511459,18517147,19202087,19398302
20213,11650,서초구,97350300,46803809,50546492,16098440,13684832,17472643,18593964,13620403,17880018,22258752,20666206,13458653,13359250,16365434,11242006,14160528,14378603,14502459,14673773,14552185,12831336,12251418
20213,11680,강남구,138283459,67402294,70881166,21866632,22514986,27812713,27057758,17807418,21223952,28895140,28937578,20671828,20781596,24025107,14972213,20180317,20618102,20875943,21213706,20937097,17860395,16597899
20213,11710,송파구,125805497,58987395,66818101,21410643,16719793,21737222,20728620,18651506,26557714,33521193,26053467,14751139,14660731,20545278,16273688,17902326,17942304,18084868,18061809,18029876,17912894,17871419
20213,11740,강동구,112706627,52853571,59853056,18982203,13845546,17586932,18220621,17078117,26993208,30776800,23237607,12851768,12756265,18204985,14879202,16002117,15998644,16082851,16024331,16009191,16232410,16357087
20214,11110,종로구,66974979,32910424,34064555,7045721,12130183,10604205,11097772,11063132,15033965,13808724,13727475,10215553,10319303,11693668,7210257,9613290,9923486,10014918,9986587,9874485,9066927,8495286
