STDR_YYQU_CD,ADSTRD_CD,ADSTRD_CD_NM,TRDAR_CHNGE_IX,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
20222,11350665,상계3?4동,HL,상권축소,99,50,99,51
20222,11440710,연남동,LL,다이나믹,59,41,99,51
20222,11590630,사당2동,HL,상권축소,103,50,99,51
20222,11560690,신길7동,LL,다이나믹,89,50,99,51
20222,11290660,길음1동,LH,상권확장,98,56,99,51
20222,11680655,도곡1동,HH,정체,100,51,99,51
20222,11260600,중화1동,LL,다이나믹,98,49,99,51
20222,11380632,신사2동,LL,다이나믹,87,49,99,51
20222,11590640,사당3동,LL,다이나믹,94,50,99,51
20222,11560660,신길4동,HL,상권축소,101,50,99,51
20222,11530530,구로2동,HH,정체,131,55,99,51
20222,11380570,대조동,LL,다이나믹,97,51,99,51
20222,11290780,장위3동,LH,상권확장,93,58,99,51
20222,11710580,송파1동,LL,다이나믹,94,48,99,51
20222,11110710,숭인2동,HL,상권축소,111,47,99,51
20222,11350619,중계본동,LL,다이나믹,88,47,99,51
20222,11440690,망원1동,LL,다이나믹,73,47,99,51
20222,11230570,전농2동,HL,상권축소,101,50,99,51
20222,11680750,수서동,HH,정체,104,55,99,51
20222,11710647,위례동,LL,다이나믹,43,27,99,51
20222,11740540,명일2동,LH,상권확장,98,54,99,51
20222,11470580,신월3동,HL,상권축소,112,49,99,51
20222,11440600,대흥동,LH,상권확장,98,53,99,51
20222,11440680,합정동,LL,다이나믹,75,47,99,51
20222,11530760,개봉3동,HL,상권축소,111,50,99,51
20222,11530750,개봉2동,LH,상권확장,97,54,99,51
20222,11545640,독산4동,HL,상권축소,104,47,99,51
20222,11620765,미성동,HL,상권축소,106,51,99,51
20222,11140580,장충동,HH,정체,125,59,99,51
20222,11545690,시흥3동,HH,정체,135,60,99,51
20222,11590670,신대방1동,HL,상권축소,110,48,99,51
20222,11560650,신길3동,HH,정체,114,56,99,51
20222,11620745,삼성동,HH,정체,107,54,99,51
20222,11110690,창신3동,LL,다이나믹,87,51,99,51
20222,11410620,홍제1동,HH,정체,108,53,99,51
20222,11215850,구의1동,HL,상권축소,101,49,99,51
20222,11215740,중곡1동,LL,다이나믹,96,50,99,51
20222,11110615,종로1?2?3?4가동,HH,정체,142,66,99,51
20222,11230545,제기동,HH,정체,120,60,99,51
20222,11740660,성내3동,HL,상권축소,103,46,99,51
20222,11230650,장안1동,HL,상권축소,102,49,99,51
20222,11650652,양재2동,HL,상권축소,124,50,99,51
20222,11110515,청운효자동,LH,상권확장,91,54,99,51
20222,11260680,신내1동,LL,다이나믹,84,48,99,51
20222,11140550,명동,HH,정체,148,58,99,51
20222,11560540,여의동,HH,정체,114,52,99,51
20222,11410700,남가좌2동,LL,다이나믹,92,48,99,51
20222,11680565,청담동,LL,다이나믹,94,50,99,51
20222,11710520,풍납2동,HH,정체,114,52,99,51
20222,11440585,도화동,HH,정체,100,52,99,51
20222,11650610,방배2동,LH,상권확장,94,53,99,51
20222,11110530,사직동,HH,정체,117,58,99,51
20222,11140605,을지로동,HH,정체,156,69,99,51
20222,11530780,오류2동,LL,다이나믹,82,47,99,51
20222,11110560,평창동,HH,정체,105,58,99,51
20222,11470570,신월2동,LH,상권확장,96,52,99,51
20222,11710562,방이2동,LL,다이나믹,91,48,99,51
20222,11590550,상도3동,LL,다이나믹,93,47,99,51
20222,11590620,사당1동,LL,다이나믹,93,49,99,51
20222,11740550,고덕1동,LL,다이나믹,73,49,99,51
20222,11260540,면목4동,LL,다이나믹,90,47,99,51
20222,11500603,가양1동,LL,다이나믹,53,39,99,51
20222,11320660,쌍문1동,LL,다이나믹,90,48,99,51
20222,11170560,원효로1동,HH,정체,116,55,99,51
20222,11380690,진관동,LL,다이나믹,64,45,99,51
20222,11410655,홍제2동,HH,정체,99,57,99,51
20222,11380590,응암2동,LL,다이나믹,74,47,99,51
20222,11230610,답십리2동,HH,정체,119,56,99,51
20222,11320670,쌍문2동,LL,다이나믹,97,48,99,51
20222,11290725,월곡2동,LL,다이나믹,97,51,99,51
20222,11440610,염리동,LL,다이나믹,86,49,99,51
20222,11590540,상도2동,HH,정체,104,55,99,51
20222,11290770,장위2동,HH,정체,118,55,99,51
20222,11305660,인수동,LL,다이나믹,92,45,99,51
20222,11545620,독산2동,LL,다이나믹,97,48,99,51
20222,11170555,청파동,HH,정체,105,52,99,51
20222,11380580,응암1동,LH,상권확장,97,51,99,51
20222,11500604,가양2동,LH,상권확장,93,52,99,51
20222,11530510,신도림동,LL,다이나믹,90,48,99,51
20222,11545670,시흥1동,HH,정체,101,51,99,51
20222,11530730,고척2동,HL,상권축소,103,49,99,51
20222,11410690,남가좌1동,HH,정체,109,60,99,51
20222,11470550,목5동,LL,다이나믹,93,50,99,51
20222,11470520,목2동,LL,다이나믹,92,50,99,51
20222,11470540,목4동,LL,다이나믹,96,44,99,51
20222,11650550,반포본동,HH,정체,140,62,99,51
20222,11320681,쌍문4동,LL,다이나믹,87,49,99,51
20222,11590660,대방동,HH,정체,101,51,99,51
20223,11170660,이태원2동,LL,다이나믹,76,46,101,51
20223,11170700,보광동,HL,상권축소,101,51,101,51
20223,11170690,서빙고동,LH,상권확장,100,59,101,51
20223,11410585,신촌동,LL,다이나믹,100,50,101,51
20223,11440660,서교동,LL,다이나믹,81,46,101,51
20223,11440590,용강동,HL,상권축소,102,50,101,51
20223,11500510,염창동,LH,상권확장,95,55,101,51
20223,11545510,가산동,LL,다이나믹,83,47,101,51
20223,11140635,약수동,LH,상권확장,96,55,101,51
20223,11620695,신림동,LL,다이나믹,96,48,101,51
20223,11110630,종로5?6가동,HH,정체,131,66,101,51
20223,11470650,신정4동,LL,다이나믹,98,47,101,51
20223,11470510,목1동,LL,다이나믹,91,49,101,51
20223,11305645,우이동,LH,상권확장,94,52,101,51
20223,11290555,삼선동,HH,정체,102,51,101,51
20223,11110700,숭인1동,LH,상권확장,100,59,101,51
20223,11680590,삼성2동,LL,다이나믹,95,46,101,51
20223,11230660,장안2동,LL,다이나믹,99,48,101,51
20223,11470640,신정3동,LH,상권확장,92,52,101,51
20223,11530540,구로3동,LL,다이나믹,86,46,101,51
20223,11215810,광장동,LH,상권확장,90,52,101,51
20223,11620625,인헌동,LL,다이나믹,95,51,101,51
20223,11290525,성북동,HH,정체,103,55,101,51
20223,11215830,자양2동,LL,다이나믹,98,50,101,51
20223,11215730,군자동,LL,다이나믹,90,49,101,51
20223,11350600,공릉2동,LL,다이나믹,85,49,101,51
20223,11710561,방이1동,LL,다이나믹,94,48,101,51
20223,11110540,삼청동,LH,상권확장,96,54,101,51
20223,11260610,중화2동,LL,다이나믹,101,49,101,51
20223,11200580,응봉동,LL,다이나믹,90,50,101,51
20223,11740620,천호3동,LL,다이나믹,97,49,101,51
20223,11650580,반포3동,HH,정체,116,59,101,51
20223,11200540,마장동,HH,정체,121,62,101,51
20223,11215750,중곡2동,HL,상권축소,102,47,101,51
20223,11380625,역촌동,LL,다이나믹,89,48,101,51
20223,11350560,월계1동,LL,다이나믹,97,51,101,51
20223,11500605,가양3동,LH,상권확장,91,54,101,51
20223,11290640,정릉3동,LH,상권확장,98,56,101,51
20223,11680610,대치2동,HH,정체,103,52,101,51
20223,11740640,성내1동,HL,상권축소,102,49,101,51
20223,11350595,공릉1동,LL,다이나믹,97,51,101,51
20223,11350611,하계1동,LH,상권확장,94,51,101,51
20223,11410685,홍은2동,LH,상권확장,97,53,101,51
20223,11560700,대림1동,HL,상권축소,108,49,101,51
20223,11500615,우장산동,LL,다이나믹,85,48,101,51
20223,11470630,신정2동,LL,다이나믹,95,49,101,51
20223,11560670,신길5동,LL,다이나믹,96,50,101,51
20223,11620725,조원동,HL,상권축소,107,46,101,51
20223,11350630,상계1동,LL,다이나믹,91,47,101,51
20223,11305625,수유2동,LL,다이나믹,90,50,101,51
20223,11710532,거여2동,LH,상권확장,96,52,101,51
20223,11740530,명일1동,LL,다이나믹,100,49,101,51
20223,11350670,상계5동,LL,다이나믹,94,47,101,51
20223,11320700,방학2동,LL,다이나믹,97,47,101,51
20223,11590651,사당5동,LL,다이나믹,91,49,101,51
20223,11200645,옥수동,LL,다이나믹,81,49,101,51
20223,11680740,일원2동,HL,상권축소,108,51,101,51
20223,11470611,신월7동,HL,상권축소,105,45,101,51
20223,11710631,가락1동,HH,정체,158,101,101,51
20223,11350700,상계8동,LL,다이나믹,89,51,101,51
20223,11740690,둔촌1동,HH,정체,150,62,101,51
20223,11170650,이태원1동,HH,정체,122,61,101,51
20223,11170510,후암동,LH,상권확장,96,55,101,51
20223,11140615,신당동,LH,상권확장,100,62,101,51
20223,11380600,응암3동,HL,상권축소,105,51,101,51
20223,11110640,이화동,LH,상권확장,96,56,101,51
20223,11200670,성수2가1동,LL,다이나믹,90,50,101,51
20223,11440565,공덕동,HH,정체,111,54,101,51
20223,11590510,노량진1동,HH,정체,119,60,101,51
20223,11545700,시흥4동,HL,상권축소,103,44,101,51
20223,11320514,창4동,LL,다이나믹,100,49,101,51
20223,11110650,혜화동,HH,정체,106,52,101,51
20223,11620685,신사동,LL,다이나믹,93,47,101,51
20223,11560550,당산1동,HL,상권축소,102,51,101,51
20223,11350695,상계6?7동,LL,다이나믹,98,48,101,51
20223,11530560,구로5동,LL,다이나믹,93,48,101,51
20223,11305615,수유1동,HL,상권축소,104,49,101,51
20223,11140645,청구동,LL,다이나믹,94,48,101,51
20223,11380551,갈현1동,LL,다이나믹,94,49,101,51
20223,11200690,성수2가3동,LH,상권확장,84,52,101,51
20223,11260660,망우3동,LL,다이나믹,95,45,101,51
20223,11650530,서초3동,HH,정체,107,53,101,51
20223,11320515,창5동,LL,다이나믹,96,49,101,51
20223,11110580,교남동,HH,정체,118,57,101,51
20223,11110600,가회동,HH,정체,101,57,101,51
20223,11140680,중림동,HH,정체,110,57,101,51
20223,11710710,잠실6동,LL,다이나믹,92,50,101,51
20223,11200790,용답동,HH,정체,129,57,101,51
20223,11530595,가리봉동,HL,상권축소,107,47,101,51
20223,11215870,구의3동,HH,정체,115,56,101,51
20223,11740520,상일동,LL,다이나믹,75,49,101,51
20223,11620595,청룡동,LL,다이나믹,94,48,101,51
20223,11680580,삼성1동,LH,상권확장,97,54,101,51
20223,11710590,송파2동,LL,다이나믹,99,45,101,51
20223,11410615,연희동,LH,상권확장,95,52,101,51
20223,11710641,문정1동,LL,다이나믹,96,49,101,51
20223,11230600,답십리1동,LH,상권확장,93,52,101,51
20223,11290590,돈암2동,LL,다이나믹,80,47,101,51
20223,11740600,천호1동,LL,다이나믹,91,47,101,51
20223,11620615,중앙동,LL,다이나믹,99,48,101,51
20223,11710570,오금동,HL,상권축소,101,51,101,51
20223,11290620,정릉1동,LL,다이나믹,99,51,101,51
20223,11680730,일원1동,HL,상권축소,113,50,101,51
20223,11545680,시흥2동,LL,다이나믹,79,49,101,51
20223,11350612,하계2동,LH,상권확장,88,52,101,51
20223,11230710,회기동,LL,다이나믹,92,48,101,51
20223,11290650,정릉4동,LH,상권확장,93,55,101,51
20223,11560710,대림2동,LL,다이나믹,88,44,101,51
20223,11290715,월곡1동,LL,다이나믹,97,49,101,51
20223,11620545,청림동,LL,다이나믹,81,49,101,51
20223,11740580,암사2동,LL,다이나믹,98,49,101,51
20223,11470680,신정7동,LL,다이나믹,93,51,101,51
20223,11500560,화곡3동,LL,다이나믹,90,47,101,51
20223,11620605,은천동,LL,다이나믹,93,48,101,51
20223,11200570,행당2동,LL,다이나믹,81,50,101,51
20223,11170625,한강로동,HH,정체,121,57,101,51
20223,11140590,광희동,HH,정체,143,57,101,51
20223,11680650,역삼2동,LL,다이나믹,89,46,101,51
20223,11410640,홍제3동,HH,정체,107,57,101,51
20223,11170640,이촌2동,HH,정체,106,65,101,51
20223,11440655,서강동,LL,다이나믹,80,44,101,51
20223,11350640,상계2동,LL,다이나믹,92,46,101,51
20223,11740685,길동,LL,다이나믹,98,47,101,51
20223,11710650,잠실본동,LL,다이나믹,99,48,101,51
20223,11305603,번2동,LL,다이나믹,95,50,101,51
20223,11290685,길음2동,LL,다이나믹,90,50,101,51
20223,11650590,방배본동,HL,상권축소,112,50,101,51
20223,11650621,방배4동,HH,정체,115,54,101,51
20223,11710600,석촌동,LL,다이나믹,92,47,101,51
20223,11590530,상도1동,LH,상권확장,96,54,101,51
20223,11560720,대림3동,HL,상권축소,106,45,101,51
20223,11650620,방배3동,HH,정체,122,53,101,51
20223,11680640,역삼1동,LL,다이나믹,92,46,101,51
20223,11305635,수유3동,LL,다이나믹,96,46,101,51
20223,11440630,신수동,LH,상권확장,89,51,101,51
20223,11260520,면목2동,LL,다이나믹,99,47,101,51
20223,11440555,아현동,LH,상권확장,99,53,101,51
20223,11680690,개포4동,HL,상권축소,112,50,101,51
20223,11440730,성산2동,LH,상권확장,94,55,101,51
20223,11320710,방학3동,LL,다이나믹,90,51,101,51
20223,11470560,신월1동,HL,상권축소,101,46,101,51
20223,11710632,가락2동,HL,상권축소,101,49,101,51
20223,11620525,보라매동,LL,다이나믹,90,50,101,51
20223,11380530,불광2동,LH,상권확장,101,51,101,51
20223,11680700,세곡동,LL,다이나믹,67,43,101,51
20223,11140520,소공동,HH,정체,141,68,101,51
20223,11290600,안암동,LH,상권확장,96,52,101,51
20223,11320690,방학1동,LL,다이나믹,92,47,101,51
20223,11260580,상봉1동,LL,다이나믹,88,47,101,51
20223,11530720,고척1동,HH,정체,106,52,101,51
20223,11350621,중계1동,LL,다이나믹,91,49,101,51
20223,11410660,홍은1동,HH,정체,101,55,101,51
20223,11380650,수색동,HH,정체,125,61,101,51
20223,11305608,번3동,HL,상권축소,101,46,101,51
20223,11200615,금호2?3가동,HH,정체,101,55,101,51
20223,11620585,낙성대동,LL,다이나믹,84,50,101,51
20223,11740515,강일동,LL,다이나믹,59,43,101,51
20223,11230560,전농1동,HH,정체,101,52,101,51
20223,11305535,미아동,LL,다이나믹,91,47,101,51
20223,11380520,불광1동,LH,상권확장,98,53,101,51
20223,11110670,창신1동,HH,정체,116,65,101,51
20223,11200650,성수1가1동,LH,상권확장,87,53,101,51
20223,11200535,왕십리도선동,LL,다이나믹,82,50,101,51
20223,11680660,개포1동,HH,정체,107,63,101,51
20223,11710720,잠실7동,HH,정체,124,64,101,51
20223,11320512,창2동,LL,다이나믹,96,48,101,51
20223,11170630,이촌1동,HH,정체,127,61,101,51
20223,11170580,효창동,LH,상권확장,97,59,101,51
20223,11380510,녹번동,LL,다이나믹,86,50,101,51
20223,11170520,용산2가동,LL,다이나믹,79,45,101,51
20223,11260575,면목3?8동,LL,다이나믹,95,48,101,51
20223,11530740,개봉1동,LH,상권확장,99,52,101,51
20223,11740650,성내2동,LL,다이나믹,98,45,101,51
20223,11260570,면목7동,HL,상권축소,103,48,101,51
20223,11290575,동선동,LL,다이나믹,98,49,101,51
20223,11320521,도봉1동,HL,상권축소,106,50,101,51
20223,11710566,오륜동,HH,정체,129,64,101,51
20223,11215820,자양1동,LL,다이나믹,97,50,101,51
20223,11545610,독산1동,LH,상권확장,91,52,101,51
20223,11560535,영등포동,HH,정체,122,57,101,51
20223,11290810,석관동,HH,정체,108,52,101,51
20223,11140570,필동,HH,정체,133,57,101,51
20223,11590520,노량진2동,HH,정체,122,60,101,51
20223,11320511,창1동,LL,다이나믹,92,49,101,51
20223,11410710,북가좌1동,LL,다이나믹,87,45,101,51
20223,11200720,송정동,HL,상권축소,102,50,101,51
20223,11470620,신정1동,HL,상권축소,105,47,101,51
20223,11620665,서림동,LL,다이나믹,93,51,101,51
20223,11215770,중곡4동,HH,정체,103,51,101,51
20223,11545630,독산3동,HL,상권축소,110,48,101,51
20223,11560620,양평2동,HL,상권축소,104,51,101,51
20223,11215840,자양3동,LL,다이나믹,91,51,101,51
20223,11290705,종암동,LH,상권확장,99,53,101,51
20223,11710620,가락본동,LL,다이나믹,98,46,101,51
20223,11500550,화곡2동,LL,다이나믹,93,48,101,51
20223,11215780,능동,LH,상권확장,92,52,101,51
20223,11230705,청량리동,HH,정체,158,57,101,51
20223,11380560,구산동,LL,다이나믹,89,50,101,51
20223,11740560,고덕2동,LL,다이나믹,66,50,101,51
20223,11410720,북가좌2동,LL,다이나믹,95,48,101,51
20223,11710642,문정2동,LL,다이나믹,72,39,101,51
20223,11140670,황학동,HH,정체,115,64,101,51
20223,11470610,신월6동,LH,상권확장,80,55,101,51
20223,11470530,목3동,LL,다이나믹,100,50,101,51
20223,11500530,등촌2동,LL,다이나믹,100,48,101,51
20223,11740570,암사1동,LL,다이나믹,95,47,101,51
20223,11560585,도림동,LL,다이나믹,96,50,101,51
20223,11740590,암사3동,LH,상권확장,77,52,101,51
20223,11530790,수궁동,LH,상권확장,96,52,101,51
20223,11500640,방화2동,LH,상권확장,95,53,101,51
20223,11500570,화곡4동,LL,다이나믹,96,47,101,51
20223,11620735,대학동,LL,다이나믹,98,46,101,51
20223,11200660,성수1가2동,LL,다이나믹,76,50,101,51
20223,11590650,사당4동,HL,상권축소,103,50,101,51
20223,11290760,장위1동,LH,상권확장,95,52,101,51
20223,11260550,면목5동,LL,다이나믹,85,47,101,51
20223,11710550,마천2동,HH,정체,109,52,101,51
20223,11710540,마천1동,HL,상권축소,107,46,101,51
20223,11350580,월계3동,LH,상권확장,87,52,101,51
20223,11305534,삼양동,HL,상권축소,103,49,101,51
20223,11650570,반포2동,HH,정체,110,63,101,51
20223,11200550,사근동,LH,상권확장,92,51,101,51
20223,11170685,한남동,LH,상권확장,92,51,101,51
20223,11680545,압구정동,LL,다이나믹,100,47,101,51
20223,11110550,부암동,LH,상권확장,95,56,101,51
20223,11170530,남영동,HH,정체,106,56,101,51
20223,11560630,신길1동,HH,정체,116,52,101,51
20223,11440700,망원2동,LL,다이나믹,91,47,101,51
20223,11440740,상암동,LL,다이나믹,72,42,101,51
20223,11680510,신사동,LL,다이나믹,95,48,101,51
20223,11590605,흑석동,HH,정체,101,56,101,51
20223,11740700,둔촌2동,HL,상권축소,101,49,101,51
20223,11260620,묵1동,LL,다이나믹,90,49,101,51
20223,11260590,상봉2동,LL,다이나믹,93,50,101,51
20223,11560515,영등포본동,LH,상권확장,94,53,101,51
20223,11290610,보문동,LH,상권확장,97,51,101,51
20223,11620655,신원동,LL,다이나믹,97,46,101,51
20223,11320680,쌍문3동,LL,다이나믹,98,49,101,51
20223,11500520,등촌1동,LH,상권확장,86,51,101,51
20223,11530550,구로4동,HL,상권축소,103,47,101,51
20223,11410555,북아현동,HH,정체,118,56,101,51
20223,11680630,대치4동,LL,다이나믹,86,46,101,51
20223,11560610,양평1동,LH,상권확장,87,52,101,51
20223,11650600,방배1동,HH,정체,102,51,101,51
20223,11230730,휘경2동,LL,다이나믹,81,49,101,51
20223,11500590,화곡본동,LL,다이나믹,98,50,101,51
20223,11680531,논현2동,LL,다이나믹,90,47,101,51
20223,11710690,잠실4동,LL,다이나믹,93,48,101,51
20223,11650651,양재1동,LH,상권확장,100,51,101,51
20223,11380552,갈현2동,LL,다이나믹,89,49,101,51
20223,11320513,창3동,LH,상권확장,97,51,101,51
20223,11650560,반포1동,LL,다이나믹,91,45,101,51
20223,11200620,금호4가동,LH,상권확장,97,55,101,51
20223,11590560,상도4동,LL,다이나믹,91,51,101,51
20223,11620630,남현동,LH,상권확장,96,53,101,51
20223,11710646,장지동,LL,다이나믹,88,48,101,51
20223,11380640,증산동,HH,정체,109,53,101,51
20223,11620575,행운동,HH,정체,103,51,101,51
20223,11305575,삼각산동,LL,다이나믹,84,47,101,51
20223,11305595,번1동,LL,다이나믹,94,45,101,51
20223,11350624,중계4동,LL,다이나믹,94,46,101,51
20223,11620645,서원동,LH,상권확장,96,54,101,51
20223,11260690,신내2동,LL,다이나믹,97,50,101,51
20223,11260630,묵2동,LL,다이나믹,95,49,101,51
20223,11680720,일원본동,LH,상권확장,98,53,101,51
20223,11710610,삼전동,LL,다이나믹,92,46,101,51
20223,11500593,화곡8동,LL,다이나믹,90,48,101,51
20223,11290630,정릉2동,LH,상권확장,99,53,101,51
20223,11320522,도봉2동,LL,다이나믹,97,47,101,51
20223,11680670,개포2동,LH,상권확장,94,52,101,51
20223,11530800,항동,LL,다이나믹,38,42,101,51
20223,11620565,성현동,LL,다이나믹,86,47,101,51
20223,11290580,돈암1동,LH,상권확장,83,52,101,51
20223,11650581,반포4동,HH,정체,138,62,101,51
20223,11170570,원효로2동,HH,정체,129,53,101,51
20223,11215710,화양동,LL,다이나믹,86,49,101,51
20223,11680521,논현1동,LL,다이나믹,95,46,101,51
20223,11170590,용문동,HH,정체,108,51,101,51
20223,11305555,송천동,HL,상권축소,104,49,101,51
20223,11260655,망우본동,LL,다이나믹,100,49,101,51
20223,11650660,내곡동,HH,정체,107,64,101,51
20223,11560560,당산2동,LL,다이나믹,96,51,101,51
20223,11230740,이문1동,HH,정체,107,54,101,51
20223,11305545,송중동,LL,다이나믹,90,48,101,51
20223,11140540,회현동,HH,정체,152,69,101,51
20223,11710510,풍납1동,HH,정체,119,52,101,51
20223,11350625,중계2?3동,LH,상권확장,91,52,101,51
20223,11215860,구의2동,LH,상권확장,90,54,101,51
20223,11440720,성산1동,LL,다이나믹,95,49,101,51
20223,11500630,방화1동,LL,다이나믹,89,47,101,51
20223,11650510,서초1동,HH,정체,114,54,101,51
20223,11380631,신사1동,LL,다이나믹,97,49,101,51
20223,11650531,서초4동,HH,정체,112,51,101,51
20223,11710531,거여1동,LL,다이나믹,97,47,101,51
20223,11530770,오류1동,LH,상권확장,95,53,101,51
20223,11500611,발산1동,LL,다이나믹,71,50,101,51
20223,11470600,신월5동,LL,다이나믹,97,51,101,51
20223,11470670,신정6동,LL,다이나믹,87,47,101,51
20223,11500641,방화3동,HL,상권축소,102,50,101,51
20223,11500591,화곡6동,LL,다이나믹,87,45,101,51
20223,11590680,신대방2동,LH,상권확장,100,52,101,51
20223,11680656,도곡2동,HL,상권축소,105,51,101,51
20223,11140650,신당5동,LH,상권확장,93,51,101,51
20223,11470590,신월4동,HL,상권축소,102,49,101,51
20223,11710680,잠실3동,HH,정체,112,64,101,51
20223,11215847,자양4동,HL,상권축소,101,49,101,51
20223,11500535,등촌3동,LL,다이나믹,86,49,101,51
20223,11410520,천연동,HH,정체,109,55,101,51
20223,11350570,월계2동,LL,다이나믹,85,51,101,51
20223,11560680,신길6동,LL,다이나믹,99,50,101,51
20223,11200560,행당1동,LH,상권확장,99,53,101,51
20223,11620715,난향동,LL,다이나믹,76,48,101,51
20223,11650520,서초2동,LL,다이나믹,90,47,101,51
20223,11110680,창신2동,HH,정체,109,57,101,51
20223,11620775,난곡동,HH,정체,101,53,101,51
20223,11545710,시흥5동,HH,정체,105,51,101,51
20223,11215760,중곡3동,LL,다이나믹,94,48,101,51
20223,11350710,상계9동,LL,다이나믹,99,50,101,51
20223,11110570,무악동,LH,상권확장,100,64,101,51
20223,11350720,상계10동,LL,다이나믹,78,46,101,51
20223,11440710,연남동,LL,다이나믹,60,42,101,51
20223,11110710,숭인2동,HL,상권축소,113,47,101,51
20223,11500620,공항동,LL,다이나믹,91,49,101,51
20223,11590670,신대방1동,HL,상권축소,111,48,101,51
20223,11230570,전농2동,HL,상권축소,103,50,101,51
20223,11500540,화곡1동,LL,다이나믹,94,48,101,51
20223,11650540,잠원동,LL,다이나믹,99,50,101,51
20223,11380570,대조동,LL,다이나믹,99,50,101,51
20223,11290660,길음1동,LH,상권확장,100,57,101,51
20223,11260565,면목본동,LL,다이나믹,97,46,101,51
20223,11710580,송파1동,LL,다이나믹,95,48,101,51
20223,11530750,개봉2동,LH,상권확장,98,54,101,51
20223,11380632,신사2동,LL,다이나믹,89,50,101,51
20223,11140625,다산동,LH,상권확장,98,54,101,51
20223,11620765,미성동,HL,상권축소,108,51,101,51
20223,11440600,대흥동,LH,상권확장,99,53,101,51
20223,11530520,구로1동,HH,정체,107,52,101,51
20223,11350665,상계3?4동,LL,다이나믹,100,51,101,51
20223,11440680,합정동,LL,다이나믹,77,47,101,51
20223,11230536,용신동,HH,정체,108,52,101,51
20223,11560650,신길3동,HH,정체,116,56,101,51
20223,11290780,장위3동,LH,상권확장,96,58,101,51
20223,11680750,수서동,HH,정체,106,55,101,51
20223,11440690,망원1동,LL,다이나믹,74,47,101,51
20223,11710647,위례동,LL,다이나믹,44,27,101,51
20223,11740540,명일2동,LH,상권확장,100,54,101,51
20223,11530760,개봉3동,HL,상권축소,113,50,101,51
20223,11410565,충현동,HH,정체,115,55,101,51
20223,11710670,잠실2동,LL,다이나믹,83,42,101,51
20223,11140580,장충동,HH,정체,128,59,101,51
20223,11560605,문래동,LH,상권확장,94,52,101,51
20223,11740610,천호2동,LL,다이나믹,101,51,101,51
20223,11590630,사당2동,HL,상권축소,105,50,101,51
20223,11470580,신월3동,HL,상권축소,113,49,101,51
20223,11680655,도곡1동,HH,정체,102,51,101,51
20223,11560660,신길4동,HL,상권축소,102,51,101,51
20223,11545690,시흥3동,HH,정체,137,60,101,51
20223,11680600,대치1동,HH,정체,108,52,101,51
20223,11230720,휘경1동,LH,상권확장,101,52,101,51
20223,11590640,사당3동,LL,다이나믹,95,51,101,51
20223,11350619,중계본동,LL,다이나믹,90,47,101,51
20223,11560690,신길7동,LL,다이나믹,92,50,101,51
20223,11530530,구로2동,HH,정체,133,55,101,51
20223,11140665,동화동,LH,상권확장,95,52,101,51
20223,11200520,왕십리2동,LL,다이나믹,87,51,101,51
20223,11200590,금호1가동,LH,상권확장,88,52,101,51
20223,11110690,창신3동,LL,다이나믹,90,51,101,51
20223,11620745,삼성동,HH,정체,109,55,101,51
20223,11230750,이문2동,LL,다이나믹,95,51,101,51
20223,11545640,독산4동,HL,상권축소,105,47,101,51
20223,11260600,중화1동,LL,다이나믹,100,50,101,51
20223,11170555,청파동,HH,정체,107,52,101,51
20223,11170560,원효로1동,HH,정체,117,56,101,51
20223,11650610,방배2동,LH,상권확장,96,53,101,51
20223,11140550,명동,HH,정체,150,58,101,51
20223,11380580,응암1동,LH,상권확장,99,51,101,51
20223,11560540,여의동,HH,정체,115,52,101,51
20223,11470570,신월2동,LH,상권확장,99,52,101,51
20223,11230545,제기동,HH,정체,122,60,101,51
20223,11650652,양재2동,HL,상권축소,126,50,101,51
20223,11500603,가양1동,LL,다이나믹,54,39,101,51
20223,11410700,남가좌2동,LL,다이나믹,92,49,101,51
20223,11140605,을지로동,HH,정체,158,69,101,51
20223,11230650,장안1동,HL,상권축소,104,49,101,51
20223,11110615,종로1?2?3?4가동,HH,정체,144,66,101,51
20223,11470550,목5동,LL,다이나믹,94,50,101,51
20223,11110530,사직동,HH,정체,119,58,101,51
20223,11320660,쌍문1동,LL,다이나믹,93,48,101,51
20223,11110560,평창동,HH,정체,108,58,101,51
20223,11470540,목4동,LL,다이나믹,98,44,101,51
20223,11440585,도화동,HH,정체,102,52,101,51
20223,11710562,방이2동,LL,다이나믹,92,49,101,51
20223,11410620,홍제1동,HH,정체,110,53,101,51
20223,11530780,오류2동,LL,다이나믹,84,47,101,51
20223,11320670,쌍문2동,LL,다이나믹,98,49,101,51
20223,11260540,면목4동,LL,다이나믹,93,47,101,51
20223,11110515,청운효자동,LH,상권확장,92,55,101,51
20223,11215850,구의1동,HL,상권축소,103,49,101,51
20223,11530730,고척2동,HL,상권축소,105,49,101,51
20223,11440610,염리동,LL,다이나믹,87,50,101,51
20223,11530510,신도림동,LL,다이나믹,92,49,101,51
20223,11380690,진관동,LL,다이나믹,66,45,101,51
20223,11410690,남가좌1동,HH,정체,111,60,101,51
20223,11590620,사당1동,LL,다이나믹,95,49,101,51
20223,11650550,반포본동,HH,정체,143,62,101,51
20223,11410655,홍제2동,LH,상권확장,101,57,101,51
