STDR_YYQU_CD,ADSTRD_CD,ADSTRD_CD_NM,TRDAR_CHNGE_IX,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
20191,11290610,보문동,HL,상권축소,93,47,93,48
20191,11290630,정릉2동,HH,정체,99,50,93,48
20191,11305595,번1동,LL,다이나믹,87,43,93,48
20191,11305575,삼각산동,LL,다이나믹,79,46,93,48
20191,11320522,도봉2동,LL,다이나믹,87,44,93,48
20191,11320680,쌍문3동,LL,다이나믹,91,46,93,48
20191,11320513,창3동,HL,상권축소,94,47,93,48
20191,11350624,중계4동,LL,다이나믹,86,44,93,48
20191,11380552,갈현2동,LL,다이나믹,82,47,93,48
20191,11380640,증산동,HH,정체,103,49,93,48
20191,11410555,북아현동,HH,정체,109,55,93,48
20191,11440700,망원2동,LL,다이나믹,84,44,93,48
20191,11440740,상암동,LL,다이나믹,58,41,93,48
20191,11500520,등촌1동,LH,상권확장,79,49,93,48
20191,11500593,화곡8동,LL,다이나믹,82,46,93,48
20191,11500590,화곡본동,HL,상권축소,94,47,93,48
20191,11530550,구로4동,LL,다이나믹,93,44,93,48
20191,11530800,항동,LH,상권확장,64,57,93,48
20191,11560630,신길1동,HL,상권축소,112,48,93,48
20191,11560610,양평1동,LH,상권확장,85,49,93,48
20191,11560515,영등포본동,LH,상권확장,77,51,93,48
20191,11590560,상도4동,LL,다이나믹,88,48,93,48
20191,11590605,흑석동,HH,정체,95,53,93,48
20191,11620630,남현동,LL,다이나믹,91,48,93,48
20191,11620645,서원동,LH,상권확장,92,52,93,48
20191,11620565,성현동,LL,다이나믹,84,44,93,48
20191,11620655,신원동,LL,다이나믹,91,46,93,48
20191,11620575,행운동,HH,정체,100,49,93,48
20191,11650560,반포1동,LL,다이나믹,85,42,93,48
20191,11650600,방배1동,LH,상권확장,91,49,93,48
20191,11650651,양재1동,LH,상권확장,92,49,93,48
20191,11680670,개포2동,HH,정체,94,49,93,48
20191,11680531,논현2동,LL,다이나믹,84,46,93,48
20191,11680630,대치4동,LL,다이나믹,76,44,93,48
20191,11680510,신사동,LL,다이나믹,83,46,93,48
20191,11680545,압구정동,LL,다이나믹,91,45,93,48
20191,11680720,일원본동,LL,다이나믹,91,46,93,48
20191,11710610,삼전동,LL,다이나믹,87,43,93,48
20191,11710690,잠실4동,LL,다이나믹,84,43,93,48
20191,11710646,장지동,LL,다이나믹,80,44,93,48
20191,11740700,둔촌2동,LL,다이나믹,92,45,93,48
20191,11110570,무악동,HH,정체,98,61,93,48
20191,11110680,창신2동,HH,정체,109,54,93,48
20191,11140650,신당5동,LH,상권확장,86,49,93,48
20191,11140540,회현동,HH,정체,131,63,93,48
20191,11170590,용문동,HH,정체,97,49,93,48
20191,11170570,원효로2동,HH,정체,110,50,93,48
20191,11200560,행당1동,LH,상권확장,85,49,93,48
20191,11215860,구의2동,LH,상권확장,90,50,93,48
20191,11215847,자양4동,LL,다이나믹,89,47,93,48
20191,11215760,중곡3동,LL,다이나믹,88,45,93,48
20191,11215710,화양동,LL,다이나믹,82,47,93,48
20191,11230740,이문1동,HH,정체,99,50,93,48
20191,11260655,망우본동,HL,상권축소,96,46,93,48
20191,11305545,송중동,LL,다이나믹,83,45,93,48
20191,11305555,송천동,HL,상권축소,95,47,93,48
20191,11350720,상계10동,LL,다이나믹,82,45,93,48
20191,11350710,상계9동,HL,상권축소,96,47,93,48
20191,11350570,월계2동,LH,상권확장,86,49,93,48
20191,11350625,중계2?3동,LH,상권확장,82,50,93,48
20191,11380631,신사1동,LL,다이나믹,93,46,93,48
20191,11410520,천연동,HH,정체,104,51,93,48
20191,11440720,성산1동,LL,다이나믹,82,47,93,48
20191,11470590,신월4동,HL,상권축소,93,46,93,48
20191,11470600,신월5동,HL,상권축소,93,47,93,48
20191,11470670,신정6동,LL,다이나믹,80,42,93,48
20191,11500535,등촌3동,LL,다이나믹,76,47,93,48
20191,11500611,발산1동,LH,상권확장,79,49,93,48
20191,11500630,방화1동,LL,다이나믹,82,45,93,48
20191,11500641,방화3동,HL,상권축소,96,48,93,48
20191,11500591,화곡6동,LL,다이나믹,82,43,93,48
20191,11530770,오류1동,LH,상권확장,92,50,93,48
20191,11545710,시흥5동,HL,상권축소,98,47,93,48
20191,11560560,당산2동,LH,상권확장,87,49,93,48
20191,11560680,신길6동,HL,상권축소,99,47,93,48
20191,11590680,신대방2동,HL,상권축소,99,48,93,48
20191,11620775,난곡동,HH,정체,98,50,93,48
20191,11620715,난향동,LL,다이나믹,81,43,93,48
20191,11650660,내곡동,HH,정체,99,60,93,48
20191,11650581,반포4동,HH,정체,123,58,93,48
20191,11650510,서초1동,HH,정체,102,51,93,48
20191,11650520,서초2동,LL,다이나믹,86,45,93,48
20191,11650531,서초4동,HL,상권축소,99,48,93,48
20191,11680521,논현1동,LL,다이나믹,83,45,93,48
20191,11680656,도곡2동,HL,상권축소,97,48,93,48
20191,11710531,거여1동,LL,다이나믹,86,45,93,48
20191,11710680,잠실3동,HH,정체,99,61,93,48
20191,11710510,풍납1동,HL,상권축소,110,48,93,48
20191,11110710,숭인2동,HL,상권축소,103,43,93,48
20191,11110690,창신3동,LL,다이나믹,88,48,93,48
20191,11140625,다산동,LH,상권확장,89,52,93,48
20191,11140665,동화동,LH,상권확장,85,50,93,48
20191,11140580,장충동,HH,정체,117,55,93,48
20191,11200590,금호1가동,LH,상권확장,88,50,93,48
20191,11200520,왕십리2동,LH,상권확장,88,49,93,48
20191,11230536,용신동,HH,정체,100,49,93,48
20191,11230750,이문2동,HL,상권축소,100,47,93,48
20191,11230570,전농2동,HL,상권축소,102,47,93,48
20191,11230720,휘경1동,LH,상권확장,87,49,93,48
20191,11260565,면목본동,LL,다이나믹,92,44,93,48
20191,11260600,중화1동,HL,상권축소,94,47,93,48
20191,11290660,길음1동,HH,정체,101,50,93,48
20191,11290780,장위3동,HH,정체,102,55,93,48
20191,11350665,상계3?4동,HL,상권축소,101,48,93,48
20191,11350619,중계본동,LL,다이나믹,82,44,93,48
20191,11380570,대조동,LL,다이나믹,90,48,93,48
20191,11380632,신사2동,LL,다이나믹,86,45,93,48
20191,11410565,충현동,HH,정체,107,53,93,48
20191,11440600,대흥동,HH,정체,96,49,93,48
20191,11440690,망원1동,LL,다이나믹,76,46,93,48
20191,11440710,연남동,LL,다이나믹,52,43,93,48
20191,11440680,합정동,LL,다이나믹,70,46,93,48
20191,11470580,신월3동,HL,상권축소,102,47,93,48
20191,11500620,공항동,LL,다이나믹,87,46,93,48
20191,11500540,화곡1동,LL,다이나믹,89,45,93,48
20191,11530750,개봉2동,HH,정체,95,51,93,48
20191,11530760,개봉3동,HL,상권축소,108,47,93,48
20191,11530520,구로1동,HL,상권축소,108,47,93,48
20191,11530530,구로2동,HH,정체,112,51,93,48
20191,11545640,독산4동,HL,상권축소,97,47,93,48
20191,11545690,시흥3동,HH,정체,121,54,93,48
20191,11560605,문래동,LH,상권확장,87,49,93,48
20191,11560650,신길3동,HH,정체,113,52,93,48
20191,11560660,신길4동,HL,상권축소,101,47,93,48
20191,11560690,신길7동,LL,다이나믹,89,48,93,48
20191,11590630,사당2동,HL,상권축소,95,48,93,48
20191,11590640,사당3동,HL,상권축소,93,47,93,48
20191,11590670,신대방1동,HL,상권축소,102,47,93,48
20191,11620765,미성동,HH,정체,100,49,93,48
20191,11620745,삼성동,HL,상권축소,104,48,93,48
20191,11650540,잠원동,LL,다이나믹,92,47,93,48
20191,11680600,대치1동,LH,상권확장,92,49,93,48
20191,11680655,도곡1동,HL,상권축소,95,48,93,48
20191,11680750,수서동,HH,정체,94,51,93,48
20191,11710580,송파1동,LL,다이나믹,91,46,93,48
20191,11710647,위례동,LL,다이나믹,36,27,93,48
20191,11710670,잠실2동,LL,다이나믹,71,40,93,48
20191,11740540,명일2동,HH,정체,97,50,93,48
20191,11740610,천호2동,LL,다이나믹,87,48,93,48
20191,11110530,사직동,HH,정체,108,55,93,48
20191,11110615,종로1?2?3?4가동,HH,정체,126,62,93,48
20191,11110515,청운효자동,LH,상권확장,86,52,93,48
20191,11110560,평창동,HH,정체,98,56,93,48
20191,11140550,명동,HH,정체,128,55,93,48
20191,11140605,을지로동,HH,정체,150,62,93,48
20191,11170560,원효로1동,HH,정체,104,52,93,48
20191,11170555,청파동,HL,상권축소,99,48,93,48
20191,11215850,구의1동,HL,상권축소,97,46,93,48
20191,11215740,중곡1동,LL,다이나믹,93,47,93,48
20191,11230610,답십리2동,HH,정체,112,52,93,48
20191,11230650,장안1동,HL,상권축소,95,46,93,48
20191,11230545,제기동,HH,정체,116,54,93,48
20191,11260540,면목4동,LL,다이나믹,91,43,93,48
20191,11260680,신내1동,LL,다이나믹,83,47,93,48
20191,11290725,월곡2동,LH,상권확장,89,49,93,48
20191,11290770,장위2동,HH,정체,116,50,93,48
20191,11305660,인수동,LL,다이나믹,84,43,93,48
20191,11320660,쌍문1동,LL,다이나믹,91,46,93,48
20191,11320670,쌍문2동,LL,다이나믹,89,46,93,48
20191,11320681,쌍문4동,LL,다이나믹,83,47,93,48
20191,11380580,응암1동,HH,정체,98,49,93,48
20191,11380590,응암2동,LL,다이나믹,83,46,93,48
20191,11380690,진관동,LL,다이나믹,55,46,93,48
